Patient 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.07,0.03,0.15,0.02,0.04,0.15,0.07,0.03,0.02,0.05,0.03,0.04,0.06,0.00,0.07,0.13
0.05,0.00,0.10,0.00,0.04,0.10,0.09,0.04,0.00,0.02,0.04,0.02,0.06,0.00,0.04,0.06
0.05,0.03,0.00,0.04,0.04,0.24,0.00,0.03,0.05,0.03,0.05,0.04,0.06,0.00,0.07,0.00
0.07,0.12,0.09,0.00,0.04,0.09,0.04,0.03,0.02,0.03,0.03,0.02,0.06,0.00,0.06,0.06
0.07,0.02,0.07,0.06,0.07,0.18,0.06,0.12,0.02,0.05,0.07,0.06,0.03,0.00,0.06,0.18
0.04,0.05,0.11,0.02,0.05,0.04,0.04,0.03,0.02,0.05,0.03,0.10,0.03,0.00,0.03,0.12
0.02,0.05,0.11,0.02,0.04,0.13,0.09,0.03,0.02,0.01,0.06,0.06,0.14,0.05,0.03,0.06
0.02,0.07,0.07,0.04,0.04,0.09,0.06,0.03,0.02,0.04,0.04,0.10,0.05,0.11,0.09,0.12
0.06,0.00,0.09,0.02,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.04,0.03,0.05,0.06,0.06
0.04,0.00,0.09,0.02,0.02,0.04,0.08,0.03,0.02,0.05,0.06,0.08,0.03,0.00,0.03,0.18
0.04,0.02,0.09,0.00,0.04,0.13,0.06,0.02,0.00,0.05,0.02,0.04,0.05,0.00,0.06,0.06
0.04,0.02,0.06,0.00,0.04,0.09,0.04,0.04,0.02,0.04,0.04,0.04,0.05,0.00,0.06,0.06
0.04,0.05,0.08,0.02,0.02,0.08,0.00,0.03,0.00,0.03,0.02,0.09,0.08,0.00,0.06,0.12
0.06,0.09,0.14,0.07,0.03,0.04,0.04,0.17,0.08,0.05,0.05,0.07,0.13,0.15,0.03,0.12
0.04,0.04,0.06,0.02,0.02,0.08,0.02,0.02,0.00,0.01,0.02,0.07,0.05,0.00,0.08,0.06
0.00,0.02,0.02,0.00,0.00,0.12,0.00,0.01,0.00,0.00,0.01,0.04,0.02,0.05,0.03,0.00
0.02,0.02,0.06,0.02,0.03,0.08,0.06,0.04,0.02,0.04,0.04,0.04,0.17,0.00,0.08,0.11
0.02,0.04,0.04,0.02,0.02,0.08,0.00,0.04,0.06,0.02,0.04,0.04,0.07,0.00,0.03,0.11
0.06,0.04,0.06,0.00,0.02,0.08,0.00,0.03,0.00,0.03,0.01,0.04,0.07,0.15,0.08,0.05
0.06,0.02,0.08,0.03,0.03,0.08,0.04,0.02,0.00,0.01,0.04,0.09,0.07,0.00,0.11,0.05
0.02,0.00,0.06,0.00,0.02,0.04,0.02,0.01,0.00,0.01,0.02,0.05,0.02,0.00,0.05,0.05
0.02,0.00,0.11,0.05,0.03,0.12,0.00,0.02,0.02,0.02,0.03,0.04,0.02,0.05,0.05,0.05
0.02,0.00,0.11,0.02,0.02,0.04,0.00,0.01,0.00,0.02,0.02,0.07,0.02,0.00,0.05,0.05
0.04,0.04,0.09,0.05,0.05,0.07,0.02,0.03,0.02,0.07,0.03,0.05,0.05,0.05,0.13,0.05
0.04,0.02,0.05,0.06,0.02,0.04,0.02,0.02,0.02,0.03,0.03,0.03,0.07,0.00,0.08,0.10
0.02,0.00,0.05,0.03,0.02,0.07,0.00,0.04,0.07,0.03,0.04,0.07,0.07,0.05,0.05,0.05
0.02,0.04,0.04,0.02,0.06,0.04,0.00,0.03,0.04,0.03,0.04,0.03,0.02,0.05,0.10,0.00
0.02,0.02,0.05,0.00,0.02,0.11,0.04,0.02,0.00,0.04,0.03,0.03,0.05,0.00,0.07,0.05
0.05,0.10,0.07,0.06,0.06,0.07,0.02,0.03,0.02,0.01,0.03,0.08,0.07,0.00,0.10,0.00
0.02,0.00,0.05,0.01,0.03,0.04,0.04,0.02,0.04,0.02,0.03,0.07,0.09,0.05,0.05,0.00
0.00,0.04,0.00,0.06,0.00,0.04,0.02,0.03,0.02,0.01,0.02,0.03,0.04,0.00,0.02,0.00
0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.01,0.02,0.00,0.00,0.00,0.05,0.05
0.00,0.04,0.02,0.03,0.00,0.00,0.04,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.00
0.04,0.00,0.09,0.00,0.03,0.00,0.05,0.01,0.00,0.02,0.04,0.05,0.11,0.09,0.05,0.00
0.05,0.00,0.12,0.04,0.03,0.04,0.02,0.01,0.00,0.01,0.02,0.10,0.02,0.00,0.02,0.00
0.02,0.00,0.05,0.00,0.01,0.00,0.00,0.00,0.04,0.00,0.01,0.03,0.02,0.00,0.02,0.05
0.04,0.04,0.10,0.07,0.01,0.07,0.00,0.02,0.04,0.02,0.04,0.08,0.07,0.00,0.05,0.00
0.02,0.00,0.12,0.06,0.03,0.07,0.02,0.02,0.00,0.01,0.02,0.08,0.04,0.05,0.05,0.05
0.05,0.00,0.09,0.04,0.04,0.04,0.00,0.00,0.02,0.02,0.01,0.07,0.02,0.05,0.05,0.00
0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.01,0.01,0.02,0.00,0.00,0.00,0.00
0.02,0.02,0.03,0.01,0.01,0.04,0.02,0.03,0.02,0.02,0.03,0.08,0.00,0.09,0.02,0.00
0.03,0.12,0.04,0.06,0.00,0.15,0.00,0.01,0.10,0.03,0.01,0.00,0.22,0.06,0.16,0.00
0.00,0.00,0.06,0.06,0.00,0.10,0.03,0.00,0.10,0.03,0.01,0.04,0.18,0.12,0.12,0.09
0.00,0.00,0.04,0.04,0.03,0.10,0.00,0.01,0.08,0.03,0.01,0.04,0.04,0.06,0.04,0.17
0.03,0.00,0.06,0.04,0.02,0.05,0.00,0.00,0.03,0.04,0.02,0.04,0.04,0.12,0.04,0.00
0.12,0.00,0.17,0.11,0.23,0.26,0.05,0.14,0.18,0.13,0.26,0.21,0.13,0.12,0.27,0.13
0.27,0.18,0.19,0.15,0.06,0.10,0.21,0.10,0.10,0.24,0.07,0.11,0.31,0.18,0.08,0.13
0.18,0.00,0.23,0.17,0.18,0.46,0.00,0.13,0.20,0.13,0.26,0.19,0.31,0.23,0.31,0.09
0.27,0.06,0.19,0.15,0.06,0.10,0.21,0.12,0.13,0.15,0.07,0.15,0.26,0.18,0.12,0.09
0.18,0.00,0.25,0.18,0.18,0.36,0.00,0.14,0.25,0.13,0.27,0.23,0.31,0.23,0.43,0.13
0.45,0.12,0.38,0.29,0.27,0.41,0.23,0.26,0.25,0.31,0.34,0.30,0.44,0.41,0.39,0.26
0.39,0.18,0.36,0.17,0.21,0.26,0.24,0.25,0.13,0.32,0.34,0.28,0.18,0.24,0.31,0.31
0.39,0.18,0.36,0.15,0.29,0.21,0.24,0.26,0.15,0.26,0.33,0.30,0.18,0.24,0.35,0.18
0.24,0.06,0.19,0.09,0.06,0.00,0.21,0.08,0.03,0.14,0.05,0.11,0.13,0.18,0.04,0.09
0.15,0.00,0.21,0.19,0.20,0.36,0.03,0.12,0.15,0.12,0.27,0.17,0.13,0.12,0.24,0.09
0.39,0.06,0.32,0.11,0.24,0.26,0.24,0.21,0.13,0.26,0.35,0.26,0.27,0.18,0.28,0.18
0.27,0.06,0.19,0.04,0.06,0.05,0.24,0.09,0.08,0.17,0.06,0.11,0.09,0.12,0.04,0.09
0.15,0.00,0.21,0.15,0.19,0.26,0.00,0.15,0.10,0.15,0.26,0.17,0.14,0.12,0.24,0.09
0.46,0.12,0.30,0.15,0.23,0.26,0.21,0.22,0.13,0.24,0.33,0.28,0.14,0.30,0.24,0.22
0.49,0.12,0.35,0.27,0.22,0.32,0.24,0.25,0.18,0.32,0.38,0.29,0.14,0.24,0.28,0.18
0.31,0.12,0.13,0.04,0.08,0.00,0.22,0.11,0.05,0.16,0.08,0.09,0.05,0.12,0.04,0.09
0.00,0.00,0.07,0.00,0.05,0.00,0.03,0.03,0.00,0.00,0.02,0.00,0.00,0.00,0.08,0.00
0.15,0.06,0.20,0.08,0.16,0.21,0.03,0.14,0.13,0.09,0.26,0.20,0.09,0.12,0.28,0.09
0.28,0.06,0.15,0.06,0.06,0.00,0.24,0.09,0.03,0.14,0.06,0.11,0.05,0.06,0.08,0.09
0.22,0.00,0.33,0.06,0.16,0.32,0.11,0.15,0.16,0.14,0.40,0.20,0.09,0.18,0.20,0.14
0.25,0.06,0.16,0.08,0.08,0.00,0.22,0.09,0.03,0.14,0.06,0.11,0.09,0.06,0.04,0.18
0.16,0.00,0.25,0.10,0.16,0.27,0.00,0.13,0.11,0.14,0.27,0.18,0.09,0.12,0.21,0.18
0.29,0.06,0.16,0.04,0.07,0.00,0.22,0.10,0.05,0.14,0.05,0.09,0.05,0.06,0.00,0.09
0.29,0.00,0.23,0.08,0.15,0.27,0.06,0.14,0.13,0.11,0.30,0.21,0.10,0.19,0.21,0.09
0.26,0.06,0.16,0.04,0.12,0.00,0.22,0.09,0.03,0.16,0.05,0.11,0.05,0.06,0.00,0.09
0.13,0.00,0.23,0.12,0.15,0.22,0.00,0.17,0.11,0.08,0.27,0.18,0.10,0.13,0.21,0.09
0.29,0.06,0.16,0.04,0.08,0.06,0.22,0.09,0.03,0.15,0.06,0.12,0.05,0.06,0.04,0.09
0.19,0.00,0.25,0.06,0.15,0.33,0.00,0.12,0.11,0.11,0.28,0.21,0.10,0.13,0.25,0.14
0.26,0.06,0.16,0.06,0.07,0.06,0.22,0.09,0.03,0.16,0.07,0.09,0.05,0.06,0.08,0.09
0.16,0.00,0.23,0.10,0.17,0.22,0.08,0.14,0.11,0.11,0.27,0.19,0.10,0.13,0.21,0.09
0.30,0.06,0.16,0.04,0.07,0.00,0.20,0.10,0.03,0.15,0.05,0.09,0.10,0.06,0.00,0.09
0.13,0.00,0.23,0.08,0.17,0.17,0.00,0.07,0.11,0.08,0.27,0.19,0.10,0.13,0.21,0.09
0.33,0.13,0.23,0.10,14.77,49.64,0.20,49.15,0.08,0.16,0.19,0.09,0.10,0.13,0.00,49.72
0.13,0.00,0.25,0.08,0.17,0.28,0.00,0.19,0.14,0.08,0.27,0.19,0.10,0.13,0.25,0.19
0.30,0.06,0.14,0.04,0.05,0.00,0.20,0.09,0.03,0.15,0.07,0.12,0.05,0.06,0.00,0.09
0.00,0.00,0.02,0.04,0.00,0.11,0.00,0.07,0.00,0.00,0.03,0.07,0.00,0.00,0.04,0.00
47.23,0.00,0.28,48.54,0.17,49.74,0.09,48.95,0.19,0.15,0.41,49.13,0.15,0.19,49.03,0.14
0.24,0.13,0.42,0.12,0.19,0.29,0.20,0.19,0.22,0.25,0.54,0.31,0.15,0.19,0.17,0.19
0.27,0.06,0.14,0.04,0.05,0.00,0.20,0.09,0.03,0.15,0.06,0.12,0.05,0.06,0.00,0.10
0.00,0.00,0.02,0.02,0.02,0.06,0.00,0.07,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
0.14,0.00,0.19,0.08,0.16,0.35,0.00,48.83,0.11,0.10,0.27,0.22,0.10,0.13,0.21,0.14
0.38,0.06,0.43,0.12,0.19,0.29,0.26,0.20,0.17,0.27,0.40,0.26,0.20,0.26,0.21,0.19
0.28,0.06,0.17,0.06,0.05,0.00,0.21,0.09,0.06,0.14,0.07,0.12,0.05,0.06,0.00,0.10
0.00,0.00,0.05,0.02,0.00,0.06,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.04,0.00
0.17,0.00,0.22,0.08,0.14,0.29,0.03,0.17,0.11,0.10,0.27,0.19,0.10,0.13,0.22,0.10
0.38,0.07,0.36,0.17,0.20,0.29,0.21,0.26,0.14,0.26,0.37,0.29,0.20,0.20,0.22,0.19
0.28,0.07,0.14,0.06,0.09,0.00,0.21,0.10,0.03,0.14,0.06,0.12,0.05,0.07,0.00,0.10
0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
0.11,0.00,0.19,0.08,0.16,0.18,0.00,0.15,0.12,0.09,0.24,0.22,0.10,0.13,0.22,0.10
0.35,0.07,0.37,0.13,0.24,0.30,0.21,0.26,0.17,0.24,0.39,0.32,0.21,0.20,0.26,0.20
0.28,0.07,0.15,0.04,0.07,0.00,0.21,0.11,0.06,0.14,0.07,0.10,0.05,0.07,0.00,0.10
0.00,0.00,0.00,0.04,0.00,0.12,0.03,0.02,0.00,0.00,0.04,0.02,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.00,0.00,0.06,0.00,0.05,0.00,0.00,0.00
0.07,0.00,0.00,0.00,0.04,0.12,0.09,0.02,0.00,0.00,0.04,0.00,0.00,0.00,0.04,0.00
0.07,0.00,0.03,0.00,0.02,0.06,0.03,0.02,0.00,0.00,0.07,0.00,0.05,0.00,0.00,0.00
0.04,0.00,0.21,0.09,0.25,0.25,0.03,0.18,0.12,0.15,0.33,0.31,0.22,0.14,0.28,0.00
0.34,0.07,0.37,0.18,0.30,0.26,0.25,0.31,0.18,0.30,0.41,0.39,0.22,0.21,0.28,0.10
0.38,0.07,0.48,0.14,0.26,0.26,0.26,0.28,0.19,0.29,0.42,0.36,0.17,0.21,0.24,0.10
0.42,0.07,0.43,0.14,0.26,0.19,0.32,0.37,0.22,0.42,0.42,0.42,0.22,0.21,0.34,0.10
0.23,0.07,0.24,0.07,0.20,0.13,0.26,0.16,0.09,0.19,0.20,0.10,0.11,0.07,0.05,0.21
0.12,0.07,0.25,0.12,0.29,0.26,0.10,0.18,0.19,0.18,0.39,0.34,0.17,0.21,0.34,0.00
0.24,0.07,0.42,0.14,0.29,0.20,0.30,0.26,0.19,0.30,0.42,0.37,0.23,0.22,0.20,0.16
0.44,0.07,0.17,0.05,0.08,0.27,0.26,0.13,0.16,0.16,0.18,0.13,0.12,0.07,0.05,0.16
0.16,0.07,0.09,0.02,0.09,0.00,0.00,0.08,0.06,0.12,0.20,0.05,0.17,0.07,0.05,0.11
0.12,0.00,0.09,0.10,0.06,0.14,0.07,0.06,0.10,0.04,0.07,0.11,0.00,0.00,0.05,0.11
0.20,0.07,0.29,0.15,0.28,0.21,0.10,0.26,0.13,0.21,0.42,0.38,0.24,0.07,0.26,0.05
0.33,0.30,0.20,0.07,0.18,0.07,0.31,0.15,0.10,0.21,0.25,0.16,0.18,0.15,0.05,0.16
0.04,0.07,0.24,0.15,0.24,0.21,0.14,0.20,0.23,0.17,0.43,0.30,0.12,0.07,0.26,0.00
0.41,0.37,0.41,0.30,0.33,0.42,0.35,0.42,0.37,0.27,0.55,0.41,0.24,0.45,0.37,0.11
1.18,0.98,0.72,0.75,0.64,0.57,0.63,0.77,0.48,0.71,1.60,0.53,0.60,0.38,0.54,0.39
0.34,0.23,0.36,0.23,0.30,0.21,0.28,0.29,0.34,0.33,0.49,0.45,0.18,0.23,0.22,0.11
0.30,0.30,0.43,0.24,0.32,0.22,0.25,0.29,0.35,0.26,0.49,0.42,0.12,0.23,0.33,0.11
0.47,0.23,0.43,0.21,0.33,0.22,0.29,0.33,0.42,0.31,0.44,0.40,0.12,0.31,0.27,0.34
0.30,0.23,0.40,0.19,0.33,0.29,0.25,0.28,0.35,0.27,0.51,0.40,0.19,0.23,0.22,0.11
0.39,0.23,0.41,0.38,0.31,0.22,0.33,0.31,0.39,0.25,0.58,0.46,0.13,0.31,0.23,0.11
0.40,0.24,0.39,0.23,0.37,0.30,0.33,0.29,0.36,0.31,0.51,0.41,0.13,0.24,0.29,0.17
0.40,0.24,0.36,0.26,0.37,0.23,0.37,0.30,0.33,0.38,0.55,0.38,0.13,0.24,0.30,0.17
0.15,0.07,0.28,0.22,0.15,0.41,0.20,0.14,0.03,0.09,0.30,0.23,0.17,0.34,0.28,0.15
0.00,0.00,0.09,0.04,0.02,0.06,0.03,0.03,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.05
0.06,0.00,0.02,0.02,0.00,0.00,0.03,0.01,0.03,0.04,0.02,0.00,0.00,0.00,0.00,0.05
0.03,0.00,0.00,0.02,0.00,0.00,0.03,0.01,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.02,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.01,0.03,0.00,0.00,0.00,0.05
0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.01,0.00,0.00,0.01,0.03,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.04,0.02,0.02,0.00,0.03,0.00,0.00,0.00,0.02,0.00,0.06,0.07,0.07,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.07,0.00,0.00
0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.05,0.00,0.06,0.07,0.00,0.05
0.03,0.00,0.07,0.02,0.07,0.00,0.03,0.04,0.09,0.05,0.07,0.03,0.06,0.07,0.04,0.10
0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.01,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00
0.03,0.00,0.00,0.04,0.00,0.06,0.00,0.03,0.00,0.04,0.01,0.03,0.00,0.00,0.07,0.00
0.06,0.00,0.04,0.00,0.04,0.06,0.00,0.02,0.09,0.07,0.02,0.08,0.00,0.00,0.04,0.05
0.03,0.00,0.04,0.00,0.02,0.00,0.04,0.00,0.00,0.00,0.04,0.03,0.00,0.00,0.04,0.00
0.00,0.00,0.02,0.00,0.04,0.00,0.00,0.01,0.00,0.02,0.03,0.00,0.00,0.00,0.00,0.00
0.03,0.00,0.02,0.02,0.02,0.06,0.00,0.04,0.03,0.00,0.03,0.00,0.06,0.00,0.14,0.05
0.03,0.00,0.02,0.04,0.02,0.12,0.04,0.06,0.00,0.04,0.05,0.00,0.00,0.07,0.00,0.11
0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.01,0.00,0.00,0.02,0.03,0.06,0.07,0.00,0.00
0.16,0.00,0.12,0.00,0.04,0.00,0.04,0.02,0.03,0.00,0.02,0.08,0.00,0.00,0.04,0.05
0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.03,0.00,0.04,0.03,0.00,0.14,0.04,0.05
0.06,0.14,0.05,0.04,0.04,0.00,0.04,0.05,0.03,0.02,0.01,0.00,0.00,0.07,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.04,0.01,0.03,0.00,0.00,0.00,0.11
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.02,0.03,0.03,0.00,0.00,0.04,0.00
0.03,0.00,0.05,0.06,0.04,0.06,0.00,0.01,0.00,0.04,0.02,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.03,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.02,0.04,0.00,0.00,0.03,0.03,0.02,0.03,0.00,0.06,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.01,0.00,0.02,0.01,0.03,0.00,0.07,0.00,0.00
0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.01,0.00,0.02,0.03,0.00,0.00,0.00,0.00,0.00
0.07,0.00,0.02,0.04,0.04,0.00,0.08,0.03,0.03,0.06,0.13,0.00,0.06,0.08,0.04,0.06
0.03,0.00,0.02,0.02,0.02,0.00,0.00,0.01,0.00,0.06,0.02,0.00,0.06,0.00,0.00,0.06
0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.04,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00
0.07,0.08,0.02,0.02,0.04,0.00,0.08,0.04,0.00,0.02,0.02,0.12,0.06,0.00,0.04,0.00
0.00,0.08,0.00,0.00,0.00,0.07,0.00,0.02,0.03,0.08,0.07,0.09,0.00,0.15,0.08,0.00
0.07,0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.00,0.02,0.02,0.06,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.02,0.02,0.14,0.00,0.02,0.00,0.02,0.06,0.03,0.00,0.00,0.00,0.06
0.03,0.08,0.05,0.02,0.00,0.07,0.04,0.01,0.00,0.02,0.05,0.06,0.00,0.00,0.00,0.00
0.00,0.00,0.03,0.00,0.04,0.00,0.00,0.04,0.03,0.08,0.04,0.03,0.07,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.01,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.03,0.02,0.02,0.00,0.00,0.03,0.00,0.10,0.08,0.00,0.00,0.00,0.04,0.06
0.00,0.00,0.00,0.00,0.02,0.00,0.08,0.01,0.00,0.04,0.05,0.00,0.07,0.00,0.04,0.00
0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.02,0.03,0.04,0.02,0.03,0.00,0.00,0.04,0.00
0.00,0.00,0.05,0.02,0.04,0.00,0.00,0.00,0.04,0.06,0.02,0.00,0.07,0.08,0.00,0.06
0.04,0.16,0.00,0.02,0.02,0.00,0.00,0.01,0.00,0.04,0.02,0.03,0.00,0.00,0.08,0.00
0.00,0.00,0.05,0.05,0.09,0.00,0.00,0.06,0.00,0.09,0.11,0.00,0.21,0.08,0.00,0.00
0.07,0.08,0.05,0.02,0.04,0.00,0.00,0.06,0.04,0.04,0.09,0.06,0.00,0.00,0.04,0.06
0.07,0.00,0.05,0.07,0.04,0.00,0.00,0.03,0.04,0.04,0.04,0.13,0.00,0.00,0.00,0.00
0.04,0.08,0.00,0.00,0.13,0.00,0.00,0.04,0.04,0.09,0.09,0.03,0.07,0.00,0.13,0.00
0.00,0.00,0.00,0.02,0.02,0.15,0.00,0.04,0.04,0.00,0.03,0.00,0.00,0.00,0.00,0.00
0.04,0.00,0.03,0.07,0.09,0.00,0.00,0.03,0.04,0.07,0.05,0.10,0.14,0.00,0.08,0.00
0.04,0.00,0.00,0.02,0.07,0.07,0.04,0.02,0.00,0.09,0.05,0.06,0.07,0.08,0.00,0.06
0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.03,0.07,0.00,0.01,0.03,0.00,0.00,0.00,0.00
